SMZ,State,Percent TEA,Percent PFA,Old METRO,New METRO,Balt METRO,New Balt,Existing Light Rail,New Light Rail,Existing Commuter Rail,New Commuter Rail,New Interchanges,Accessibility,Town,Town_adjacent
297,24,0,99.99999838,0,0,0,0,0,1,0,0,0,292.537632,0,0
298,24,0,99.99999988,0,0,0,0,0,1,0,0,0,237.063168,0,0
299,24,0,99.99999814,0,0,0,0,0,1,0,0,0,170.217278,0,0
300,24,0,99.99999991,0,0,0,0,0,0,0,0,0,6.20458,0,0
301,24,0,99.99999854,0,0,0,0,0,0,0,0,0,34.354884,0,0
302,24,0,100.0000018,0,0,0,0,0,0,0,0,0,31.88244,0,0
303,24,0,99.99999707,0,0,0,0,0,0,0,0,0,35.616422,0,0
304,24,0,100.0000017,0,0,0,0,0,0,0,0,0,9.448934,0,0
305,24,0,99.99999931,0,0,0,0,0,0,0,0,0,26.567321,0,0
306,24,0,100.0000008,0,0,0,1,0,0,0,0,0,11.735966,0,0
307,24,0,100.0000017,0,0,0,1,0,0,0,0,0,3.440437,0,0
308,24,0,99.94968349,0,0,0,0,0,0,0,0,0,0,0,0
309,24,0,99.99999898,0,0,0,0,0,0,0,0,0,7.290655,0,0
310,24,0,99.99999964,0,0,0,0,0,0,0,0,0,19.28547,0,0
311,24,0,100.0000007,0,0,0,0,0,0,0,0,0,37.724111,0,0
312,24,0,98.42599144,0,0,0,0,0,0,0,0,1,0,0,0
313,24,0,100.0000002,0,0,0,0,0,0,0,0,0,0,0,0
314,24,0,91.46404365,0,0,0,0,0,0,0,0,0,0,0,0
315,24,0,99.99999992,0,0,0,0,0,0,0,0,0,3.717657,0,0
316,24,0,99.99999936,0,0,0,1,0,0,0,0,0,0,0,0
317,24,0,58.145145,0,0,0,0,0,0,0,0,1,0,0,0
318,24,0,76.59146738,0,0,0,0,0,0,0,0,0,0,0,0
319,24,0,96.98069064,0,0,0,0,0,0,0,0,0,0,0,0
320,24,0,82.95761232,0,0,0,0,0,0,0,0,0,0,0,0
321,24,0,100.0000004,0,0,0,0,0,0,0,0,0,4.155114,0,0
322,24,0,100.0000015,0,0,0,0,0,0,0,0,0,7.50951,0,0
323,24,0,99.99999944,0,0,0,0,0,0,0,0,0,3.455228,0,0
324,24,0,99.99999865,0,0,0,1,0,0,0,0,0,11.35479,0,0
325,24,0,99.99999947,0,0,0,1,0,0,0,0,0,371.859598,0,0
326,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0
327,24,0,0.47576776,0,0,0,0,0,0,0,0,1,0,0,0
328,24,0,99.98886675,0,0,0,0,0,0,0,0,0,502.081114,0,0
329,24,0,100.0000004,0,0,0,0,0,0,0,0,0,19.442611,0,0
330,24,0.255678787,98.92728802,0,0,0,0,0,0,0,0,0,6.136063,0,0
331,24,0,100.0000009,0,0,0,0,0,0,0,0,0,10.550472,0,0
332,24,0,99.99999979,0,0,0,0,0,0,0,0,0,26.110057,0,0
333,24,0,100.0000009,0,0,1,0,0,0,0,0,0,668.39801,0,0
334,24,0,99.99412879,0,0,1,0,0,0,0,0,0,529.021031,0,0
335,24,0.062315272,44.04708472,0,0,0,0,0,0,0,0,0,1.966967,0,0
336,24,0,99.90766007,0,0,0,0,0,0,0,0,0,51.561709,0,0
337,24,0,100.0000002,0,0,0,0,0,0,0,0,0,41.78708,0,0
338,24,0,99.99999884,0,0,0,1,0,0,0,0,0,4.160892,0,0
339,24,0,100.0000004,0,0,0,0,0,0,0,0,0,5.86387,0,0
340,24,0,99.99999922,0,0,0,0,0,0,0,0,0,60.811598,0,0
341,24,0,100.0000012,0,0,0,0,0,0,0,0,0,0,0,0
342,24,0,99.99999766,0,0,0,0,0,0,0,0,0,9.425684,0,0
343,24,0,100.0000006,0,0,0,0,0,0,0,0,0,25.961926,0,0
344,24,0,100.0000007,0,0,0,0,0,0,0,0,0,133.089814,0,0
345,24,0,99.99999807,0,0,0,0,0,0,0,0,0,65.875607,0,0
346,24,0,100,0,0,0,1,0,0,0,0,0,1.107539,0,0
347,24,0,89.81726653,0,0,0,1,0,0,0,0,0,0,0,0
348,24,0,18.33779993,0,0,0,0,0,0,0,0,0,0,0,0
349,24,0,33.71712996,0,0,0,0,0,0,0,0,0,0.075237,0,0
350,24,0,42.12000909,0,0,0,0,0,0,0,0,0,0,0,0
351,24,0,99.99999993,0,0,0,0,0,0,0,0,0,138.698266,0,0
352,24,0,99.99999913,0,0,0,0,0,1,0,0,0,1833.588811,0,0
353,24,0,99.99946907,0,0,0,0,0,0,0,0,0,24.687196,0,0
354,24,0,99.99999811,0,0,0,0,0,0,0,0,0,20186.86938,0,0
355,24,0,60.19388513,0,0,0,0,0,1,0,0,0,935.084546,0,0
356,24,0,100.0000018,0,0,0,0,0,0,0,0,0,127.90222,0,0
357,24,0,76.46744433,0,0,0,0,0,0,0,0,0,16.424717,0,0
358,24,0,82.35356656,0,0,0,0,0,0,0,1,0,0,0,0
359,24,0,99.99656022,0,0,0,0,0,0,0,0,0,13.136132,0,0
360,24,0,99.99999972,0,0,0,0,0,0,0,0,0,3.834345,0,0
361,24,0,100.0000003,0,0,0,0,0,0,0,0,0,2.3263,0,0
362,24,0,100.0000001,0,0,0,0,0,0,0,0,0,0,0,0
363,24,0,99.99965975,0,0,0,0,0,0,0,0,0,9.710569,0,0
364,24,0,100.0000012,0,0,0,0,0,0,0,0,0,3.478196,0,0
365,24,0,99.99999857,0,0,0,0,0,0,0,0,0,2.618621,0,0
366,24,0,99.99999886,0,0,0,0,0,0,0,0,0,1.329712,0,0
367,24,0,96.49662706,0,0,0,0,1,0,0,0,0,7592.620001,0,0
368,24,0,98.93806105,0,0,0,1,0,0,0,0,0,2109.925823,0,0
369,24,0,95.96184451,0,0,0,1,0,0,0,0,0,0,0,0
370,24,0,99.99999922,0,0,0,1,0,0,0,0,0,129.173117,0,0
371,24,0,99.99130096,0,0,0,1,0,0,0,0,0,40.000031,0,0
372,24,0,99.37054077,0,0,0,1,0,0,1,0,0,114.455452,0,0
373,24,0,100.0000005,0,0,0,0,0,0,0,0,0,62.460315,0,0
374,24,0,99.9996097,0,0,0,1,0,0,0,0,0,30.937808,0,0
375,24,0,99.9999999,0,0,0,0,0,0,0,0,0,18.885798,0,0
376,24,0,99.99999905,0,0,0,0,0,0,0,0,0,31.742382,0,0
377,24,0,99.00224778,0,0,0,1,0,0,1,0,0,2.872476,0,0
378,24,0,100.0000001,0,0,0,0,0,0,0,0,0,1.45527,0,0
379,24,0,100.0000008,0,0,0,0,0,0,0,0,0,114.212084,0,0
380,24,0,99.99999977,0,0,0,0,0,0,0,0,0,0.134725,0,0
381,24,0,99.99999889,0,0,0,1,0,0,1,0,0,10.714096,0,0
382,24,0,97.9035298,0,0,0,1,0,0,1,0,0,59.369474,0,0
383,24,0,99.91010414,0,0,0,0,0,0,0,0,0,151.373018,0,0
384,24,0,98.45958112,0,0,0,0,0,0,0,0,0,26.070661,0,0
385,24,0,99.55885306,0,0,0,0,0,0,0,0,1,2.390155,0,0
386,24,0,99.8303618,0,0,0,0,0,0,0,0,0,3.980846,0,0
387,24,0,95.1067265,0,0,0,0,0,0,0,0,1,2.769192,0,0
388,24,0,91.13322212,0,0,0,0,0,0,0,0,0,0,0,0
389,24,0,3.318691535,0,0,0,0,0,0,0,0,0,0,0,0
390,24,0,82.85944379,0,0,0,0,0,0,0,0,0,3.95988,0,0
391,24,0,96.2146392,0,0,0,0,0,0,0,0,0,14.908503,0,0
392,24,0,100.0000007,0,0,0,0,0,0,0,0,0,78.535444,0,0
393,24,0,100.0000004,0,0,0,0,0,0,0,0,0,4.332383,0,0
394,24,0,99.99999992,0,0,0,0,0,0,0,0,0,4.140542,0,0
395,24,0,97.59698987,0,0,0,0,0,1,0,0,0,22.294317,0,0
396,24,0,96.79760836,0,0,0,0,0,1,0,0,0,87.54082,0,0
397,24,0,98.3971323,0,0,0,1,0,0,0,0,0,118.649032,0,0
398,24,0,98.31153958,0,0,0,0,0,0,0,0,0,0.142128,0,0
399,24,0,96.80780793,0,0,0,0,0,0,0,0,0,0.068674,0,0
400,24,0,97.58655048,0,0,0,0,0,0,0,0,0,6.994763,0,0
401,24,0,95.63931947,0,0,0,0,0,0,0,0,0,0.068116,0,0
402,24,0,98.50774634,0,0,0,0,0,0,0,0,0,0.083217,0,0
403,24,0,19.15641727,0,0,0,0,0,0,0,0,0,0,0,0
404,24,0,95.54296455,0,0,0,0,0,0,0,0,1,0,0,0
405,24,0,98.71978933,0,0,0,0,0,0,0,0,1,0,0,0
406,24,25.93614114,4.253802481,0,0,0,0,0,0,0,0,0,0,0,1
407,24,11.02817877,16.77179578,0,0,0,0,0,0,0,0,0,0,1,0
408,24,0,1.518197265,0,0,0,0,0,0,0,0,0,0,0,1
409,24,0,1.900665448,0,0,0,0,0,0,0,0,0,0,0,1
410,24,45.79554446,2.27138728,0,0,0,0,0,0,0,0,0,0,0,0
411,24,0.015044173,33.47094848,0,0,0,0,0,0,0,0,0,0,0,0
412,24,0,1.316581917,0,0,0,0,0,0,0,0,0,0,0,1
413,24,0,4.316429833,0,0,0,0,0,0,0,0,0,0,0,1
414,24,0,1.73873212,0,0,0,0,0,0,0,0,0,0,0,1
415,24,0,35.81637792,0,0,0,0,0,0,0,0,0,0,1,0
416,24,0,0.222111496,0,0,0,0,0,0,0,0,0,0,0,1
417,24,0,16.75785808,0,0,0,0,0,0,0,0,0,0,0,0
418,24,0,4.538480794,0,0,0,0,0,0,0,0,0,0,0,0
419,24,0,23.41292507,0,0,0,0,0,0,0,0,0,0,0,1
420,24,0,13.47035799,0,0,0,0,0,0,0,0,0,0,0,1
421,24,0,7.641952551,0,0,0,0,0,0,0,0,0,0,0,1
422,24,0,6.284086373,0,0,0,0,0,0,0,0,0,0,0,1
423,24,0,9.533622492,0,0,0,0,0,0,0,0,0,0,0,1
424,24,0,72.11516235,0,0,0,0,0,0,0,0,0,0,1,0
425,24,0,58.47243858,0,0,0,0,0,0,0,0,0,0,0,1
426,24,0,9.51607938,0,0,0,0,0,0,0,0,0,0,0,0
427,24,0,53.96739234,0,0,0,0,0,0,0,0,0,0,0,0
428,24,0,44.03245982,0,0,0,0,0,0,0,0,0,0,0,0
429,24,0,26.81455142,0,0,0,0,0,0,0,0,0,0,0,1
430,24,0,61.52578261,0,0,0,0,0,0,0,0,0,0,0,1
431,24,0,15.65263996,0,0,0,0,0,0,0,0,0,0,0,1
432,24,0,6.059575375,0,0,0,0,0,0,0,0,0,0,0,1
433,24,0,1.656872935,0,0,0,0,0,0,0,0,0,0,0,1
434,24,0,7.558258495,0,0,0,0,0,0,0,0,0,0,0,0
435,24,0,2.542134642,0,0,0,0,0,0,0,0,0,0,0,1
436,24,0,5.532456495,0,0,0,0,0,0,0,0,0,0,0,1
437,24,0,0.868140721,0,0,0,0,0,0,0,0,0,0,0,0
438,24,0,2.800342315,0,0,0,0,0,0,0,0,0,0,0,1
439,24,0,0.927517344,0,0,0,0,0,0,0,0,0,0,0,0
440,24,0,2.854464848,0,0,0,0,0,0,0,0,0,0,0,0
441,24,0,22.12797691,0,0,0,0,0,0,0,0,0,0,0,1
442,24,0,6.97448124,0,0,0,0,0,0,0,0,0,0,0,1
443,24,0,65.56844149,0,0,0,0,0,0,0,1,0,0,0,1
444,24,0,7.620417178,0,0,0,0,0,0,0,0,0,0,0,0
445,24,0,5.035514255,0,0,0,0,0,0,0,0,0,0,0,0
446,24,0,2.866579441,0,0,0,0,0,0,0,0,0,0,0,0
447,24,0,14.93807145,0,0,0,0,0,0,0,0,0,0,0,0
448,24,0,57.58153936,0,0,0,0,0,0,0,0,0,0,0,0
449,24,0,51.66937515,0,0,0,0,0,0,0,0,0,0,0,0
450,24,0,86.92771233,0,0,0,0,0,0,0,0,0,0,0,0
451,24,0,76.52324921,0,0,0,0,0,0,0,1,0,0,0,0
452,24,0,88.30208767,0,0,0,0,0,0,0,0,0,0,0,0
453,24,11.58978039,10.9578477,0,0,0,0,0,0,0,0,0,0,0,0
454,24,0,0.221270921,0,0,0,0,0,0,0,0,0,0,0,0
455,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,24,0,0.920883024,0,0,0,0,0,0,0,0,0,0,0,0
458,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,24,0,4.403744034,0,0,0,0,0,0,0,0,0,0,0,0
461,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,24,0,0.873361129,0,0,0,0,0,0,0,0,0,0,0,0
463,24,0,1.461835528,0,0,0,0,0,0,0,0,0,0,0,0
464,24,0,0.745975491,0,0,0,0,0,0,0,0,0,0,0,0
465,24,0,3.867306968,0,0,0,0,0,0,0,0,0,0,0,0
466,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,24,0,4.041042574,0,0,0,0,0,0,0,0,0,0,0,0
468,24,0,1.858897705,0,0,0,0,0,0,0,0,0,0,0,0
469,24,0,1.689867414,0,0,0,0,0,0,0,0,0,0,0,0
470,24,0,13.84915425,0,0,0,0,0,0,0,0,0,0,0,0
471,24,0,0.003050938,0,0,0,0,0,0,0,0,0,0,0,0
472,24,0,74.70911077,0,0,0,0,0,0,0,0,0,6.016053,0,0
473,24,0,0.936565561,0,0,0,0,0,0,0,0,0,0,0,0
474,24,0,6.47177301,0,0,0,0,0,0,0,0,0,0,0,0
475,24,0,84.46758801,0,0,0,0,0,0,0,0,0,0,0,0
476,24,0,4.321634567,0,0,0,0,0,0,0,0,0,0,0,0
477,24,0,0.002922407,0,0,0,0,0,0,0,0,0,0,0,0
478,24,0,4.594703965,0,0,0,0,0,0,0,0,0,0.351805,0,0
479,24,0,11.68154956,0,0,0,0,0,0,0,0,0,0.000001,0,0
480,24,0,0.068655894,0,0,0,0,0,0,0,0,0,0,0,0
481,24,0,74.63079636,0,0,0,0,0,0,0,0,0,0,0,0
482,24,0,100.0000007,0,0,0,0,0,0,0,0,0,0.00671,1,0
483,24,0,99.68287899,0,0,0,0,0,0,0,0,0,0,0,1
484,24,0,99.99999954,0,0,0,0,0,0,0,0,0,0.001028,0,1
485,24,0,77.16093308,0,0,0,0,0,0,0,0,0,0,0,1
486,24,0,87.51533497,0,0,0,0,0,0,0,0,0,0.627913,0,1
487,24,0,99.99999995,0,0,0,0,0,0,0,0,0,0.853029,0,1
488,24,0,100.0000009,0,0,0,0,0,0,0,0,0,0.451073,0,1
489,24,0,6.251136791,0,0,0,0,0,0,0,0,0,0,0,1
490,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
491,24,0,3.867588832,0,0,0,0,0,0,0,0,0,0,0,1
492,24,0,99.71091217,0,0,0,0,0,0,0,0,0,0,0,1
493,24,0,98.9687352,0,0,0,0,0,0,0,0,0,0,1,0
494,24,0,38.95947293,0,0,0,0,0,0,0,0,0,1.884054,0,1
495,24,0,15.48805597,0,0,0,0,0,0,0,0,0,0,0,0
496,24,0,21.63297712,0,0,0,0,0,0,0,0,0,0,0,1
497,24,0,46.13874157,0,0,0,0,0,0,0,0,0,0,0,1
498,24,0,28.98742661,0,0,0,0,0,0,0,0,0,0,0,1
499,24,0,99.9301123,0,0,0,0,0,0,0,0,0,0.000007,1,0
500,24,0,57.79992493,0,0,0,0,0,0,0,0,0,0.000069,0,1
501,24,0,99.47248045,0,0,0,0,0,0,1,0,0,10.517857,0,0
502,24,0,99.79672541,0,0,0,0,0,0,1,0,0,0.617872,0,1
503,24,0,56.85207434,0,0,0,0,0,0,0,0,0,0.012553,0,1
504,24,0,96.96884623,0,0,0,0,0,0,0,0,0,0,0,1
505,24,0,87.18028457,0,0,0,0,0,0,0,0,0,9.395577,0,0
506,24,0,98.45000487,0,0,0,0,0,0,0,0,0,0.000085,0,0
507,24,0,0.843723855,0,0,0,0,0,0,0,0,0,0,0,0
508,24,0,99.99999936,0,0,0,0,0,0,0,0,0,14.969188,0,0
509,24,0,99.86451274,0,0,0,0,0,0,0,0,0,0,0,0
510,24,0,99.99999955,0,0,0,0,0,0,0,0,0,0,0,0
511,24,0,32.17473159,0,0,0,0,0,0,0,0,0,0,0,0
512,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,24,0,91.58048093,0,0,0,0,0,0,0,0,0,0,0,0
514,24,0,93.7000812,0,0,0,0,0,0,0,0,0,0.170083,0,0
515,24,0,99.62178037,0,0,0,0,0,0,0,0,0,0,0,0
516,24,0,99.36773002,0,0,0,0,0,0,0,0,0,0.274591,0,0
517,24,0,99.99999991,0,0,0,0,0,0,0,0,0,0.00047,0,0
518,24,0,82.54952222,0,0,0,0,0,0,0,0,0,0.00001,0,0
519,24,0,99.40862709,0,0,0,0,0,0,0,0,0,0,0,0
520,24,0,100.0000008,0,0,0,0,0,0,0,0,0,0,0,0
521,24,0,99.99999926,0,0,0,1,0,0,1,0,0,0,0,0
522,24,0,97.4982214,0,0,0,0,0,0,1,0,0,0,0,0
523,24,0,0.453375342,0,0,0,0,0,0,0,0,0,0,0,0
524,24,0,4.990087763,0,0,0,0,0,0,1,0,0,0,0,0
525,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,24,0,0.188026155,0,0,0,0,0,0,0,0,0,0,0,0
527,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,24,0,1.48814E-05,0,0,0,0,0,0,0,0,0,0,0,0
529,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,24,0,0.080933515,0,0,0,0,0,0,0,0,0,0,0,0
532,24,50.1755177,0.916424332,0,0,0,0,0,0,0,1,0,0,0,0
533,24,22.84115565,40.33888654,0,0,0,0,0,0,0,0,0,0,0,0
534,24,0,7.866831534,0,0,0,0,0,0,0,0,0,0,0,0
535,24,0,2.027581959,0,0,0,0,0,0,0,0,0,0,0,0
536,24,77.58860439,97.51451541,0,0,0,0,0,0,0,0,1,0,0,0
537,24,33.56210465,99.99999987,0,0,0,0,0,0,0,0,1,0,0,0
538,24,94.30281584,99.99999893,0,0,0,0,0,0,0,0,0,0,0,0
539,24,1.295317227,100.0000003,0,0,0,0,0,0,0,0,0,20.041616,0,0
540,24,0,100.0000004,0,0,0,0,0,0,0,0,0,0.029174,0,0
541,24,0,100.0000001,0,0,0,0,0,0,0,0,0,0.547278,0,0
542,24,0,99.99999977,0,0,0,0,0,0,0,0,0,0,0,0
543,24,0,94.71877947,0,0,0,0,0,0,0,0,0,0,0,0
544,24,0,99.99999938,0,0,0,0,0,0,0,1,0,0,0,0
545,24,0,99.77098173,0,0,0,0,0,0,0,0,0,0,0,0
546,24,0,98.11007656,0,0,0,0,0,0,0,0,0,4.283992,0,0
547,24,0,98.93846602,0,0,0,0,0,0,0,0,1,2.96601,0,0
548,24,0,29.15597429,0,0,0,0,0,0,0,0,0,0,0,0
549,24,0,99.99999914,0,0,0,0,0,0,0,0,0,0,0,0
550,24,0,55.45376174,0,0,0,0,0,0,0,0,0,0,0,0
551,24,0,9.100920774,0,0,0,0,0,0,0,0,0,0,0,0
552,24,0,0.30172738,0,0,0,0,0,0,0,0,0,0,0,0
553,24,0,2.035515446,0,0,0,0,0,0,0,0,0,0,0,0
554,24,0,0.399648913,0,0,0,0,0,0,0,0,0,0,0,0
555,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,24,0,100.0000008,0,0,0,0,0,1,0,0,0,98.506438,0,0
557,24,0,93.38199368,0,0,0,0,0,0,0,0,0,25.7609,0,0
558,24,0,99.35240631,0,0,0,0,0,0,0,0,0,132.857378,0,0
559,24,0,99.99999893,0,0,0,0,0,0,0,0,0,7.063836,0,0
560,24,0,92.41406965,0,0,0,0,0,0,0,0,0,0.251968,0,0
561,24,0,100.0000019,0,0,0,0,0,0,0,0,0,3.152576,0,0
562,24,0,99.99999983,0,0,0,0,0,1,0,0,0,1303.999956,0,0
563,24,0,99.99999916,0,0,0,0,0,0,0,0,0,1.883434,0,0
564,24,0,99.99999833,0,0,0,0,0,0,0,0,0,2.860681,0,0
565,24,0,99.9999988,0,0,0,0,0,0,0,0,0,28.226902,0,0
566,24,0,100.0000022,0,0,0,0,0,0,0,0,0,227.032169,0,0
567,24,0,100.0000015,0,0,0,0,0,0,0,0,0,5.726558,0,0
568,24,0,100.0000002,0,0,0,0,0,1,0,0,0,0,0,0
569,24,0,100,0,0,0,0,0,1,0,0,0,69.630809,0,0
570,24,17.67454979,99.99999879,0,0,0,0,0,0,0,0,0,75.707687,0,0
571,24,96.09203508,99.99999881,0,0,0,0,0,0,0,0,0,68.272238,0,0
572,24,66.9430471,99.99999764,0,0,0,0,0,0,0,0,0,26.412364,0,0
573,24,0,95.71840559,0,0,0,0,0,0,0,0,0,0,0,0
574,24,0,69.0396651,0,0,0,0,0,0,0,0,0,0,0,0
575,24,0,100.0000002,0,0,0,0,0,1,0,0,0,117.899916,0,0
576,24,0,100.0000008,0,0,0,0,0,1,0,0,0,172.210939,0,0
577,24,0,100.0000019,0,0,0,0,0,1,0,0,0,130.270741,0,0
578,24,0,99.9999999,0,0,0,0,0,0,0,0,0,0,0,0
579,24,0,100.0000004,0,0,0,0,0,0,0,0,0,0,0,0
580,24,0,100.0000007,0,0,0,0,0,0,0,0,0,0,0,0
581,24,0,100.0000001,0,0,0,0,0,0,0,0,0,0,0,0
582,24,0.731190013,99.99999837,0,0,0,0,0,0,0,0,0,42.625569,0,0
583,24,0.090486574,100.0000002,0,0,0,0,0,0,0,0,0,24.505839,0,0
584,24,0,99.9999975,0,0,0,0,0,0,0,0,0,0.198677,0,0
585,24,0.371924137,100,0,0,0,0,0,1,0,0,0,33.384486,0,0
586,24,0,98.30138553,0,0,0,0,0,0,0,0,0,0.178984,0,0
587,24,0,98.5283697,0,0,0,1,0,1,1,0,0,9.46558,0,0
588,24,7.777060713,98.63725742,0,0,0,0,0,1,1,0,0,0.067614,0,0
589,24,0,100.0000001,0,0,0,0,0,0,0,0,0,0,0,0
590,24,0,100.0000002,0,0,0,0,0,0,0,0,0,0.048634,0,0
591,24,0,99.99999903,0,0,0,0,0,0,0,0,0,0.585684,0,1
592,24,0,98.91201974,0,0,0,0,0,0,1,0,0,0.146187,0,0
593,24,0,99.99999992,0,0,0,0,0,0,0,0,0,0.53558,0,0
594,24,0,100.0000005,0,0,0,0,0,0,0,0,0,0.708678,0,1
595,24,0,99.89838745,0,0,0,0,0,0,1,0,0,10.139762,0,0
596,24,99.56286505,100.0000002,0,0,0,0,0,1,0,0,0,0.002414,0,0
597,24,79.96317851,98.84133429,0,0,0,0,0,1,0,0,0,2.565602,0,0
598,24,13.82949952,99.9999998,0,0,0,0,0,0,0,0,0,0,0,0
599,24,0,99.99999954,0,0,0,0,0,0,0,0,0,0,0,0
609,24,0,81.07514747,0,0,0,0,0,0,0,0,0,21.46719,0,0
610,24,0,99.20506417,0,0,0,0,0,1,0,0,0,119.578846,0,0
611,24,0,78.61973875,0,0,0,0,0,0,0,0,0,8.607285,0,0
612,24,0,100.0000018,0,0,0,0,0,0,0,0,0,2227.369835,0,0
